StyleCode,Variant1_Option_Code,Variant2_Option_Code,Variant3_Option_Code,Variant4_Option_Code,Variant5_Option_Code,USD_Price
R2083,09,MT,250M,,,185
R2083,09,12,250M,,,525
R2083,09,13,250M,,,495
R2083,09,14,250M,,,475
R2083,09,15,250M,,,465
R2083,09,16,250M,,,445
R2083,09,23,250M,,,435
R2083,09,LG,250M,,,245
R2083,14,MT,250M,,,345
R2083,14,12,250M,,,685
R2083,14,13,250M,,,655
R2083,14,14,250M,,,630
R2083,14,15,250M,,,625
R2083,14,16,250M,,,600
R2083,14,23,250M,,,595
R2083,14,LG,250M,,,405
R2083,18,MT,250M,,,505
R2083,18,12,250M,,,845
R2083,18,13,250M,,,815
R2083,18,14,250M,,,795
R2083,18,15,250M,,,785
R2083,18,16,250M,,,765
R2083,18,23,250M,,,755
R2083,18,LG,250M,,,565
R2083,PLAT,MT,250M,,,545
R2083,PLAT,12,250M,,,885
R2083,PLAT,13,250M,,,855
R2083,PLAT,14,250M,,,830
R2083,PLAT,15,250M,,,825
R2083,PLAT,16,250M,,,800
R2083,PLAT,23,250M,,,795
R2083,PLAT,LG,250M,,,600
R2084,09,MT,0010,,,120
R2084,09,12,0010,,,175
R2084,09,13,0010,,,175
R2084,09,14,0010,,,170
R2084,09,15,0010,,,170
R2084,09,16,0010,,,170
R2084,09,23,0010,,,170
R2084,09,LG,0010,,,150
R2084,14,MT,0010,,,215
R2084,14,12,0010,,,275
R2084,14,13,0010,,,270
R2084,14,14,0010,,,270
R2084,14,15,0010,,,270
R2084,14,16,0010,,,265
R2084,14,23,0010,,,265
R2084,14,LG,0010,,,250
R2084,18,MT,0010,,,315
R2084,18,12,0010,,,375
R2084,18,13,0010,,,370
R2084,18,14,0010,,,370
R2084,18,15,0010,,,370
R2084,18,16,0010,,,365
R2084,18,23,0010,,,365
R2084,18,LG,0010,,,350
R2084,PLAT,MT,0010,,,340
R2084,PLAT,12,0010,,,395
R2084,PLAT,13,0010,,,395
R2084,PLAT,14,0010,,,390
R2084,PLAT,15,0010,,,390
R2084,PLAT,16,0010,,,390
R2084,PLAT,23,0010,,,390
R2084,PLAT,LG,0010,,,370
R2085,09,MT,0050,,,165
R2085,09,12,0050,,,375
R2085,09,13,0050,,,355
R2085,09,14,0050,,,340
R2085,09,15,0050,,,335
R2085,09,16,0050,,,325
R2085,09,23,0050,,,315
R2085,09,LG,0050,,,205
R2085,14,MT,0050,,,305
R2085,14,12,0050,,,515
R2085,14,13,0050,,,495
R2085,14,14,0050,,,480
R2085,14,15,0050,,,475
R2085,14,16,0050,,,465
R2085,14,23,0050,,,455
R2085,14,LG,0050,,,345
R2085,18,MT,0050,,,445
R2085,18,12,0050,,,655
R2085,18,13,0050,,,635
R2085,18,14,0050,,,620
R2085,18,15,0050,,,615
R2085,18,16,0050,,,605
R2085,18,23,0050,,,595
R2085,18,LG,0050,,,485
R2085,PLAT,MT,0050,,,480
R2085,PLAT,12,0050,,,690
R2085,PLAT,13,0050,,,670
R2085,PLAT,14,0050,,,655
R2085,PLAT,15,0050,,,650
R2085,PLAT,16,0050,,,640
R2085,PLAT,23,0050,,,630
R2085,PLAT,LG,0050,,,520
R2086,09,MT,0015,,,105
R2086,09,12,0015,,,180
R2086,09,13,0015,,,175
R2086,09,14,0015,,,175
R2086,09,15,0015,,,170
R2086,09,16,0015,,,165
R2086,09,23,0015,,,165
R2086,09,LG,0015,,,145
R2086,14,MT,0015,,,190
R2086,14,12,0015,,,265
R2086,14,13,0015,,,260
R2086,14,14,0015,,,255
R2086,14,15,0015,,,255
R2086,14,16,0015,,,250
R2086,14,23,0015,,,250
R2086,14,LG,0015,,,225
R2086,18,MT,0015,,,275
R2086,18,12,0015,,,350
R2086,18,13,0015,,,345
R2086,18,14,0015,,,340
R2086,18,15,0015,,,340
R2086,18,16,0015,,,335
R2086,18,23,0015,,,335
R2086,18,LG,0015,,,310
R2086,PLAT,MT,0015,,,295
R2086,PLAT,12,0015,,,370
R2086,PLAT,13,0015,,,365
R2086,PLAT,14,0015,,,360
R2086,PLAT,15,0015,,,360
R2086,PLAT,16,0015,,,355
R2086,PLAT,23,0015,,,355
R2086,PLAT,LG,0015,,,330
R2087,09,MT,0125,,,195
R2087,09,12,0125,,,1340
R2087,09,LG,0125,,,395
R2087,14,MT,0125,,,365
R2087,14,12,0125,,,1510
R2087,14,LG,0125,,,560
R2087,18,MT,0125,,,530
R2087,18,12,0125,,,1680
R2087,18,LG,0125,,,730
R2087,PLAT,MT,0125,,,570
R2087,PLAT,12,0125,,,1720
R2087,PLAT,LG,0125,,,770
R2088,09,MT,220M,,,140
R2088,09,12,220M,,,510
R2088,09,13,220M,,,480
R2088,09,14,220M,,,455
R2088,09,15,220M,,,445
R2088,09,16,220M,,,420
R2088,09,23,220M,,,400
R2088,09,LG,220M,,,225
R2088,14,MT,220M,,,260
R2088,14,12,220M,,,625
R2088,14,13,220M,,,595
R2088,14,14,220M,,,570
R2088,14,15,220M,,,560
R2088,14,16,220M,,,540
R2088,14,23,220M,,,520
R2088,14,LG,220M,,,340
R2088,18,MT,220M,,,375
R2088,18,12,220M,,,745
R2088,18,13,220M,,,715
R2088,18,14,220M,,,690
R2088,18,15,220M,,,680
R2088,18,16,220M,,,660
R2088,18,23,220M,,,635
R2088,18,LG,220M,,,460
R2088,PLAT,MT,220M,,,405
R2088,PLAT,12,220M,,,775
R2088,PLAT,13,220M,,,745
R2088,PLAT,14,220M,,,715
R2088,PLAT,15,220M,,,705
R2088,PLAT,16,220M,,,685
R2088,PLAT,23,220M,,,665
R2088,PLAT,LG,220M,,,490
R2089,09,MT,200M,,,165
R2089,09,12,200M,,,535
R2089,09,13,200M,,,505
R2089,09,14,200M,,,475
R2089,09,15,200M,,,465
R2089,09,16,200M,,,445
R2089,09,23,200M,,,425
R2089,09,LG,200M,,,255
R2089,14,MT,200M,,,305
R2089,14,12,200M,,,675
R2089,14,13,200M,,,640
R2089,14,14,200M,,,615
R2089,14,15,200M,,,605
R2089,14,16,200M,,,585
R2089,14,23,200M,,,565
R2089,14,LG,200M,,,395
R2089,18,MT,200M,,,445
R2089,18,12,200M,,,815
R2089,18,13,200M,,,785
R2089,18,14,200M,,,755
R2089,18,15,200M,,,745
R2089,18,16,200M,,,725
R2089,18,23,200M,,,705
R2089,18,LG,200M,,,535
R2089,PLAT,MT,200M,,,480
R2089,PLAT,12,200M,,,850
R2089,PLAT,13,200M,,,815
R2089,PLAT,14,200M,,,790
R2089,PLAT,15,200M,,,780
R2089,PLAT,16,200M,,,760
R2089,PLAT,23,200M,,,740
R2089,PLAT,LG,200M,,,570
R2090,09,MT,0020,,,75
R2090,09,12,0020,,,155
R2090,09,13,0020,,,150
R2090,09,14,0020,,,145
R2090,09,15,0020,,,140
R2090,09,16,0020,,,135
R2090,09,23,0020,,,135
R2090,09,LG,0020,,,110
R2090,14,MT,0020,,,130
R2090,14,12,0020,,,210
R2090,14,13,0020,,,205
R2090,14,14,0020,,,200
R2090,14,15,0020,,,195
R2090,14,16,0020,,,190
R2090,14,23,0020,,,190
R2090,14,LG,0020,,,165
R2090,18,MT,0020,,,185
R2090,18,12,0020,,,265
R2090,18,13,0020,,,260
R2090,18,14,0020,,,255
R2090,18,15,0020,,,255
R2090,18,16,0020,,,250
R2090,18,23,0020,,,250
R2090,18,LG,0020,,,225
R2090,PLAT,MT,0020,,,200
R2090,PLAT,12,0020,,,280
R2090,PLAT,13,0020,,,275
R2090,PLAT,14,0020,,,270
R2090,PLAT,15,0020,,,265
R2090,PLAT,16,0020,,,260
R2090,PLAT,23,0020,,,260
R2090,PLAT,LG,0020,,,235
R2091,09,MT,,,,115
R2091,09,12,,,,205
R2091,09,LG,,,,130
R2091,14,MT,,,,205
R2091,14,12,,,,295
R2091,14,LG,,,,225
R2091,18,MT,,,,300
R2091,18,12,,,,390
R2091,18,LG,,,,315
R2091,PLAT,MT,,,,320
R2091,PLAT,12,,,,410
R2091,PLAT,LG,,,,340
R2092,09,MT,,,,85
R2092,09,12,,,,160
R2092,09,13,,,,155
R2092,09,14,,,,155
R2092,09,15,,,,150
R2092,09,16,,,,150
R2092,09,23,,,,150
R2092,09,LG,,,,130
R2092,14,MT,,,,155
R2092,14,12,,,,225
R2092,14,13,,,,220
R2092,14,14,,,,220
R2092,14,15,,,,220
R2092,14,16,,,,215
R2092,14,23,,,,215
R2092,14,LG,,,,195
R2092,18,MT,,,,220
R2092,18,12,,,,295
R2092,18,13,,,,290
R2092,18,14,,,,290
R2092,18,15,,,,285
R2092,18,16,,,,285
R2092,18,23,,,,285
R2092,18,LG,,,,265
R2092,PLAT,MT,,,,235
R2092,PLAT,12,,,,310
R2092,PLAT,13,,,,305
R2092,PLAT,14,,,,305
R2092,PLAT,15,,,,305
R2092,PLAT,16,,,,300
R2092,PLAT,23,,,,300
R2092,PLAT,LG,,,,280
R2093,09,MT,160M,,,115
R2093,09,12,160M,,,315
R2093,09,13,160M,,,295
R2093,09,14,160M,,,285
R2093,09,15,160M,,,280
R2093,09,16,160M,,,265
R2093,09,23,160M,,,265
R2093,09,LG,160M,,,200
R2093,14,MT,160M,,,210
R2093,14,12,160M,,,410
R2093,14,13,160M,,,390
R2093,14,14,160M,,,380
R2093,14,15,160M,,,375
R2093,14,16,160M,,,360
R2093,14,23,160M,,,360
R2093,14,LG,160M,,,295
R2093,18,MT,160M,,,305
R2093,18,12,160M,,,505
R2093,18,13,160M,,,485
R2093,18,14,160M,,,475
R2093,18,15,160M,,,470
R2093,18,16,160M,,,455
R2093,18,23,160M,,,455
R2093,18,LG,160M,,,390
R2093,PLAT,MT,160M,,,330
R2093,PLAT,12,160M,,,530
R2093,PLAT,13,160M,,,510
R2093,PLAT,14,160M,,,500
R2093,PLAT,15,160M,,,490
R2093,PLAT,16,160M,,,480
R2093,PLAT,23,160M,,,480
R2093,PLAT,LG,160M,,,410
R2093,09,MT,200M,,,140
R2093,09,12,200M,,,510
R2093,09,13,200M,,,480
R2093,09,14,200M,,,450
R2093,09,15,200M,,,440
R2093,09,16,200M,,,420
R2093,09,23,200M,,,400
R2093,09,LG,200M,,,230
R2093,14,MT,200M,,,260
R2093,14,12,200M,,,625
R2093,14,13,200M,,,595
R2093,14,14,200M,,,570
R2093,14,15,200M,,,560
R2093,14,16,200M,,,540
R2093,14,23,200M,,,515
R2093,14,LG,200M,,,350
R2093,18,MT,200M,,,375
R2093,18,12,200M,,,745
R2093,18,13,200M,,,715
R2093,18,14,200M,,,690
R2093,18,15,200M,,,675
R2093,18,16,200M,,,655
R2093,18,23,200M,,,635
R2093,18,LG,200M,,,465
R2093,PLAT,MT,200M,,,405
R2093,PLAT,12,200M,,,775
R2093,PLAT,13,200M,,,740
R2093,PLAT,14,200M,,,715
R2093,PLAT,15,200M,,,705
R2093,PLAT,16,200M,,,685
R2093,PLAT,23,200M,,,665
R2093,PLAT,LG,200M,,,495
R2093,09,MT,240M,,,165
R2093,09,12,240M,,,845
R2093,09,13,240M,,,785
R2093,09,14,240M,,,740
R2093,09,15,240M,,,725
R2093,09,16,240M,,,680
R2093,09,23,240M,,,665
R2093,09,LG,240M,,,280
R2093,14,MT,240M,,,305
R2093,14,12,240M,,,985
R2093,14,13,240M,,,925
R2093,14,14,240M,,,880
R2093,14,15,240M,,,865
R2093,14,16,240M,,,820
R2093,14,23,240M,,,805
R2093,14,LG,240M,,,420
R2093,18,MT,240M,,,445
R2093,18,12,240M,,,1125
R2093,18,13,240M,,,1065
R2093,18,14,240M,,,1020
R2093,18,15,240M,,,1005
R2093,18,16,240M,,,960
R2093,18,23,240M,,,945
R2093,18,LG,240M,,,560
R2093,PLAT,MT,240M,,,480
R2093,PLAT,12,240M,,,1160
R2093,PLAT,13,240M,,,1100
R2093,PLAT,14,240M,,,1055
R2093,PLAT,15,240M,,,1040
R2093,PLAT,16,240M,,,995
R2093,PLAT,23,240M,,,980
R2093,PLAT,LG,240M,,,595
R2093,09,MT,290M,,,245
R2093,09,12,290M,,,1340
R2093,09,13,290M,,,1220
R2093,09,14,290M,,,1090
R2093,09,15,290M,,,1040
R2093,09,16,290M,,,970
R2093,09,23,290M,,,970
R2093,09,LG,290M,,,410
R2093,14,MT,290M,,,455
R2093,14,12,290M,,,1555
R2093,14,13,290M,,,1435
R2093,14,14,290M,,,1305
R2093,14,15,290M,,,1255
R2093,14,16,290M,,,1185
R2093,14,23,290M,,,1185
R2093,14,LG,290M,,,625
R2093,18,MT,290M,,,670
R2093,18,12,290M,,,1765
R2093,18,13,290M,,,1645
R2093,18,14,290M,,,1515
R2093,18,15,290M,,,1465
R2093,18,16,290M,,,1395
R2093,18,23,290M,,,1395
R2093,18,LG,290M,,,835
R2093,PLAT,MT,290M,,,720
R2093,PLAT,12,290M,,,1820
R2093,PLAT,13,290M,,,1700
R2093,PLAT,14,290M,,,1570
R2093,PLAT,15,290M,,,1520
R2093,PLAT,16,290M,,,1450
R2093,PLAT,23,290M,,,1450
R2093,PLAT,LG,290M,,,890
R2093,09,MT,320M,,,310
R2093,09,12,320M,,,1690
R2093,09,13,320M,,,1535
R2093,09,14,320M,,,1375
R2093,09,15,320M,,,1310
R2093,09,16,320M,,,1220
R2093,09,23,320M,,,1220
R2093,09,LG,320M,,,515
R2093,14,MT,320M,,,585
R2093,14,12,320M,,,1960
R2093,14,13,320M,,,1810
R2093,14,14,320M,,,1645
R2093,14,15,320M,,,1585
R2093,14,16,320M,,,1495
R2093,14,23,320M,,,1495
R2093,14,LG,320M,,,790
R2093,18,MT,320M,,,860
R2093,18,12,320M,,,2240
R2093,18,13,320M,,,2085
R2093,18,14,320M,,,1925
R2093,18,15,320M,,,1860
R2093,18,16,320M,,,1770
R2093,18,23,320M,,,1770
R2093,18,LG,320M,,,1065
R2093,PLAT,MT,320M,,,925
R2093,PLAT,12,320M,,,2305
R2093,PLAT,13,320M,,,2150
R2093,PLAT,14,320M,,,1990
R2093,PLAT,15,320M,,,1925
R2093,PLAT,16,320M,,,1835
R2093,PLAT,23,320M,,,1835
R2093,PLAT,LG,320M,,,1130
R2094,09,MT,0175,,,225
R2094,09,12,0175,,,2210
R2094,09,13,0175,,,2210
R2094,09,14,0175,,,2210
R2094,09,15,0175,,,2210
R2094,09,16,0175,,,2210
R2094,09,23,0175,,,2210
R2094,09,LG,0175,,,495
R2094,14,MT,0175,,,415
R2094,14,12,0175,,,2405
R2094,14,13,0175,,,2405
R2094,14,14,0175,,,2405
R2094,14,15,0175,,,2405
R2094,14,16,0175,,,2405
R2094,14,23,0175,,,2405
R2094,14,LG,0175,,,690
R2094,18,MT,0175,,,610
R2094,18,12,0175,,,2600
R2094,18,13,0175,,,2600
R2094,18,14,0175,,,2600
R2094,18,15,0175,,,2600
R2094,18,16,0175,,,2600
R2094,18,23,0175,,,2600
R2094,18,LG,0175,,,880
R2094,PLAT,MT,0175,,,655
R2094,PLAT,12,0175,,,2645
R2094,PLAT,13,0175,,,2645
R2094,PLAT,14,0175,,,2645
R2094,PLAT,15,0175,,,2645
R2094,PLAT,16,0175,,,2645
R2094,PLAT,23,0175,,,2645
R2094,PLAT,LG,0175,,,930
R2095,09,MT,200M,,,100
R2095,09,12,200M,,,450
R2095,09,13,200M,,,420
R2095,09,14,200M,,,395
R2095,09,15,200M,,,385
R2095,09,16,200M,,,365
R2095,09,23,200M,,,345
R2095,09,LG,200M,,,185
R2095,14,MT,200M,,,175
R2095,14,12,200M,,,525
R2095,14,13,200M,,,495
R2095,14,14,200M,,,470
R2095,14,15,200M,,,460
R2095,14,16,200M,,,440
R2095,14,23,200M,,,420
R2095,14,LG,200M,,,260
R2095,18,MT,200M,,,255
R2095,18,12,200M,,,605
R2095,18,13,200M,,,575
R2095,18,14,200M,,,550
R2095,18,15,200M,,,540
R2095,18,16,200M,,,520
R2095,18,23,200M,,,500
R2095,18,LG,200M,,,340
R2095,PLAT,MT,200M,,,275
R2095,PLAT,12,200M,,,625
R2095,PLAT,13,200M,,,595
R2095,PLAT,14,200M,,,570
R2095,PLAT,15,200M,,,560
R2095,PLAT,16,200M,,,540
R2095,PLAT,23,200M,,,520
R2095,PLAT,LG,200M,,,360
R2095,09,MT,290M,,,185
R2095,09,12,290M,,,1280
R2095,09,13,290M,,,1160
R2095,09,14,290M,,,1030
R2095,09,15,290M,,,980
R2095,09,16,290M,,,910
R2095,09,23,290M,,,910
R2095,09,LG,290M,,,350
R2095,14,MT,290M,,,340
R2095,14,12,290M,,,1435
R2095,14,13,290M,,,1315
R2095,14,14,290M,,,1185
R2095,14,15,290M,,,1135
R2095,14,16,290M,,,1065
R2095,14,23,290M,,,1065
R2095,14,LG,290M,,,505
R2095,18,MT,290M,,,500
R2095,18,12,290M,,,1595
R2095,18,13,290M,,,1475
R2095,18,14,290M,,,1345
R2095,18,15,290M,,,1295
R2095,18,16,290M,,,1225
R2095,18,23,290M,,,1225
R2095,18,LG,290M,,,665
R2095,PLAT,MT,290M,,,535
R2095,PLAT,12,290M,,,1630
R2095,PLAT,13,290M,,,1510
R2095,PLAT,14,290M,,,1380
R2095,PLAT,15,290M,,,1330
R2095,PLAT,16,290M,,,1260
R2095,PLAT,23,290M,,,1260
R2095,PLAT,LG,290M,,,700
R2095,09,MT,350M,,,245
R2095,09,12,350M,,,2050
R2095,09,13,350M,,,1960
R2095,09,14,350M,,,1810
R2095,09,15,350M,,,1720
R2095,09,16,350M,,,1550
R2095,09,23,350M,,,1505
R2095,09,LG,350M,,,485
R2095,14,MT,350M,,,455
R2095,14,12,350M,,,2265
R2095,14,13,350M,,,2175
R2095,14,14,350M,,,2020
R2095,14,15,350M,,,1930
R2095,14,16,350M,,,1760
R2095,14,23,350M,,,1715
R2095,14,LG,350M,,,700
R2095,18,MT,350M,,,670
R2095,18,12,350M,,,2480
R2095,18,13,350M,,,2390
R2095,18,14,350M,,,2235
R2095,18,15,350M,,,2145
R2095,18,16,350M,,,1975
R2095,18,23,350M,,,1930
R2095,18,LG,350M,,,915
R2095,PLAT,MT,350M,,,720
R2095,PLAT,12,350M,,,2530
R2095,PLAT,13,350M,,,2440
R2095,PLAT,14,350M,,,2285
R2095,PLAT,15,350M,,,2195
R2095,PLAT,16,350M,,,2030
R2095,PLAT,23,350M,,,1980
R2095,PLAT,LG,350M,,,965
R2095,09,MT,400M,,,315
R2095,09,12,400M,,,3050
R2095,09,13,400M,,,2830
R2095,09,14,400M,,,2610
R2095,09,15,400M,,,2530
R2095,09,16,400M,,,2390
R2095,09,23,400M,,,2170
R2095,09,LG,400M,,,670
R2095,14,MT,400M,,,595
R2095,14,12,400M,,,3330
R2095,14,13,400M,,,3110
R2095,14,14,400M,,,2890
R2095,14,15,400M,,,2810
R2095,14,16,400M,,,2670
R2095,14,23,400M,,,2450
R2095,14,LG,400M,,,950
R2095,18,MT,400M,,,880
R2095,18,12,400M,,,3610
R2095,18,13,400M,,,3390
R2095,18,14,400M,,,3170
R2095,18,15,400M,,,3090
R2095,18,16,400M,,,2950
R2095,18,23,400M,,,2730
R2095,18,LG,400M,,,1230
R2095,PLAT,MT,400M,,,945
R2095,PLAT,12,400M,,,3675
R2095,PLAT,13,400M,,,3455
R2095,PLAT,14,400M,,,3235
R2095,PLAT,15,400M,,,3155
R2095,PLAT,16,400M,,,3015
R2095,PLAT,23,400M,,,2795
R2095,PLAT,LG,400M,,,1295
R2096,09,MT,200M,,,85
R2096,09,12,200M,,,440
R2096,09,13,200M,,,410
R2096,09,14,200M,,,385
R2096,09,15,200M,,,375
R2096,09,16,200M,,,355
R2096,09,23,200M,,,335
R2096,09,LG,200M,,,170
R2096,14,MT,200M,,,145
R2096,14,12,200M,,,505
R2096,14,13,200M,,,475
R2096,14,14,200M,,,450
R2096,14,15,200M,,,440
R2096,14,16,200M,,,420
R2096,14,23,200M,,,395
R2096,14,LG,200M,,,235
R2096,18,MT,200M,,,210
R2096,18,12,200M,,,570
R2096,18,13,200M,,,540
R2096,18,14,200M,,,515
R2096,18,15,200M,,,505
R2096,18,16,200M,,,480
R2096,18,23,200M,,,460
R2096,18,LG,200M,,,300
R2096,PLAT,MT,200M,,,225
R2096,PLAT,12,200M,,,585
R2096,PLAT,13,200M,,,555
R2096,PLAT,14,200M,,,530
R2096,PLAT,15,200M,,,520
R2096,PLAT,16,200M,,,500
R2096,PLAT,23,200M,,,480
R2096,PLAT,LG,200M,,,315
R2096,09,MT,290M,,,140
R2096,09,12,290M,,,1235
R2096,09,13,290M,,,1115
R2096,09,14,290M,,,985
R2096,09,15,290M,,,935
R2096,09,16,290M,,,865
R2096,09,23,290M,,,865
R2096,09,LG,290M,,,305
R2096,14,MT,290M,,,260
R2096,14,12,290M,,,1355
R2096,14,13,290M,,,1235
R2096,14,14,290M,,,1105
R2096,14,15,290M,,,1055
R2096,14,16,290M,,,985
R2096,14,23,290M,,,985
R2096,14,LG,290M,,,425
R2096,18,MT,290M,,,375
R2096,18,12,290M,,,1475
R2096,18,13,290M,,,1355
R2096,18,14,290M,,,1225
R2096,18,15,290M,,,1175
R2096,18,16,290M,,,1105
R2096,18,23,290M,,,1105
R2096,18,LG,290M,,,545
R2096,PLAT,MT,290M,,,405
R2096,PLAT,12,290M,,,1500
R2096,PLAT,13,290M,,,1380
R2096,PLAT,14,290M,,,1250
R2096,PLAT,15,290M,,,1200
R2096,PLAT,16,290M,,,1130
R2096,PLAT,23,290M,,,1130
R2096,PLAT,LG,290M,,,570
R2096,09,MT,350M,,,205
R2096,09,12,350M,,,2010
R2096,09,13,350M,,,1920
R2096,09,14,350M,,,1770
R2096,09,15,350M,,,1680
R2096,09,16,350M,,,1510
R2096,09,23,350M,,,1465
R2096,09,LG,350M,,,445
R2096,14,MT,350M,,,380
R2096,14,12,350M,,,2190
R2096,14,13,350M,,,2095
R2096,14,14,350M,,,1945
R2096,14,15,350M,,,1855
R2096,14,16,350M,,,1685
R2096,14,23,350M,,,1640
R2096,14,LG,350M,,,625
R2096,18,MT,350M,,,560
R2096,18,12,350M,,,2365
R2096,18,13,350M,,,2275
R2096,18,14,350M,,,2125
R2096,18,15,350M,,,2030
R2096,18,16,350M,,,1865
R2096,18,23,350M,,,1820
R2096,18,LG,350M,,,800
R2096,PLAT,MT,350M,,,600
R2096,PLAT,12,350M,,,2410
R2096,PLAT,13,350M,,,2315
R2096,PLAT,14,350M,,,2165
R2096,PLAT,15,350M,,,2075
R2096,PLAT,16,350M,,,1905
R2096,PLAT,23,350M,,,1860
R2096,PLAT,LG,350M,,,845
R2096,09,MT,400M,,,225
R2096,09,12,400M,,,2955
R2096,09,13,400M,,,2735
R2096,09,14,400M,,,2515
R2096,09,15,400M,,,2435
R2096,09,16,400M,,,2295
R2096,09,23,400M,,,2075
R2096,09,LG,400M,,,575
R2096,14,MT,400M,,,420
R2096,14,12,400M,,,3150
R2096,14,13,400M,,,2930
R2096,14,14,400M,,,2710
R2096,14,15,400M,,,2630
R2096,14,16,400M,,,2490
R2096,14,23,400M,,,2270
R2096,14,LG,400M,,,770
R2096,18,MT,400M,,,615
R2096,18,12,400M,,,3345
R2096,18,13,400M,,,3125
R2096,18,14,400M,,,2905
R2096,18,15,400M,,,2825
R2096,18,16,400M,,,2685
R2096,18,23,400M,,,2465
R2096,18,LG,400M,,,970
R2096,PLAT,MT,400M,,,665
R2096,PLAT,12,400M,,,3390
R2096,PLAT,13,400M,,,3170
R2096,PLAT,14,400M,,,2955
R2096,PLAT,15,400M,,,2875
R2096,PLAT,16,400M,,,2735
R2096,PLAT,23,400M,,,2515
R2096,PLAT,LG,400M,,,1015
R2097,09,MT,010W,,,120
R2097,09,12,010W,,,1405
R2097,09,LG,010W,,,435
R2097,14,MT,010W,,,215
R2097,14,12,010W,,,1505
R2097,14,LG,010W,,,535
R2097,18,MT,010W,,,315
R2097,18,12,010W,,,1600
R2097,18,LG,010W,,,630
R2097,PLAT,MT,010W,,,340
R2097,PLAT,12,010W,,,1625
R2097,PLAT,LG,010W,,,655
R2097,09,MT,015W,,,140
R2097,09,12,015W,,,2375
R2097,09,LG,015W,,,600
R2097,14,MT,015W,,,250
R2097,14,12,015W,,,2490
R2097,14,LG,015W,,,715
R2097,18,MT,015W,,,370
R2097,18,12,015W,,,2605
R2097,18,LG,015W,,,830
R2097,PLAT,MT,015W,,,395
R2097,PLAT,12,015W,,,2635
R2097,PLAT,LG,015W,,,860
R2097,09,MT,030W,,,170
R2097,09,12,030W,,,3755
R2097,09,LG,030W,,,780
R2097,14,MT,030W,,,315
R2097,14,12,030W,,,3900
R2097,14,LG,030W,,,925
R2097,18,MT,030W,,,465
R2097,18,12,030W,,,4045
R2097,18,LG,030W,,,1070
R2097,PLAT,MT,030W,,,500
R2097,PLAT,12,030W,,,4080
R2097,PLAT,LG,030W,,,1105
R2097,09,MT,035W,,,185
R2097,09,12,035W,,,4940
R2097,09,LG,035W,,,945
R2097,14,MT,035W,,,340
R2097,14,12,035W,,,5100
R2097,14,LG,035W,,,1100
R2097,18,MT,035W,,,500
R2097,18,12,035W,,,5255
R2097,18,LG,035W,,,1260
R2097,PLAT,MT,035W,,,535
R2097,PLAT,12,035W,,,5295
R2097,PLAT,LG,035W,,,1295
R2098,09,MT,230M,,,140
R2098,09,12,230M,,,595
R2098,09,13,230M,,,555
R2098,09,14,230M,,,525
R2098,09,15,230M,,,515
R2098,09,16,230M,,,485
R2098,09,23,230M,,,475
R2098,09,LG,230M,,,220
R2098,14,MT,230M,,,260
R2098,14,12,230M,,,715
R2098,14,13,230M,,,675
R2098,14,14,230M,,,645
R2098,14,15,230M,,,635
R2098,14,16,230M,,,605
R2098,14,23,230M,,,595
R2098,14,LG,230M,,,340
R2098,18,MT,230M,,,375
R2098,18,12,230M,,,830
R2098,18,13,230M,,,790
R2098,18,14,230M,,,760
R2098,18,15,230M,,,750
R2098,18,16,230M,,,720
R2098,18,23,230M,,,710
R2098,18,LG,230M,,,455
R2098,PLAT,MT,230M,,,405
R2098,PLAT,12,230M,,,860
R2098,PLAT,13,230M,,,820
R2098,PLAT,14,230M,,,790
R2098,PLAT,15,230M,,,780
R2098,PLAT,16,230M,,,750
R2098,PLAT,23,230M,,,740
R2098,PLAT,LG,230M,,,485
R2098,09,MT,320M,,,305
R2098,09,12,320M,,,1390
R2098,09,13,320M,,,1270
R2098,09,14,320M,,,1140
R2098,09,15,320M,,,1090
R2098,09,16,320M,,,1020
R2098,09,23,320M,,,1020
R2098,09,LG,320M,,,465
R2098,14,MT,320M,,,575
R2098,14,12,320M,,,1655
R2098,14,13,320M,,,1535
R2098,14,14,320M,,,1410
R2098,14,15,320M,,,1360
R2098,14,16,320M,,,1290
R2098,14,23,320M,,,1290
R2098,14,LG,320M,,,735
R2098,18,MT,320M,,,845
R2098,18,12,320M,,,1925
R2098,18,13,320M,,,1810
R2098,18,14,320M,,,1680
R2098,18,15,320M,,,1630
R2098,18,16,320M,,,1560
R2098,18,23,320M,,,1560
R2098,18,LG,320M,,,1005
R2098,PLAT,MT,320M,,,910
R2098,PLAT,12,320M,,,1990
R2098,PLAT,13,320M,,,1870
R2098,PLAT,14,320M,,,1745
R2098,PLAT,15,320M,,,1695
R2098,PLAT,16,320M,,,1625
R2098,PLAT,23,320M,,,1625
R2098,PLAT,LG,320M,,,1070
R2098,09,MT,370M,,,265
R2098,09,12,370M,,,2225
R2098,09,13,370M,,,2030
R2098,09,14,370M,,,1865
R2098,09,15,370M,,,1760
R2098,09,16,370M,,,1655
R2098,09,23,370M,,,1565
R2098,09,LG,370M,,,500
R2098,14,MT,370M,,,495
R2098,14,12,370M,,,2460
R2098,14,13,370M,,,2265
R2098,14,14,370M,,,2100
R2098,14,15,370M,,,1995
R2098,14,16,370M,,,1890
R2098,14,23,370M,,,1800
R2098,14,LG,370M,,,735
R2098,18,MT,370M,,,730
